Name,Type,Nation,Epoch
"Boeing Model 2707","Transport","Другие","Cold War"
"Breda BZ.308","Transport","Италия","Cold War"
"Breguet Br.761/763 Deux Ponts/Provence/Sahara","Transport","Франция","Cold War"
"Breguet Br.941","Transport","Франция","Cold War"
"Bristol Type 167 Brabazon","Transport","Другие","Cold War"
"Bristol Type 170 Freighter/Wayfarer","Transport","Ирак","Cold War"
"Bristol Type 175 Britannia/CL-28 Argus","Transport","BEA","Cold War"
"Canadair CL-44/CC-106 Yukon","Transport","Канада","Cold War"
"CASA C-201 Alcotan","Transport","Испания","Cold War"
"CASA C-212 Aviocar","Transport","Ангола","Cold War"
"Convair CV-240/CV-340/CV-440/CV-540/CV-580/CV-600/CV-640 Convair Liner/Metropolitan","Transport","DHT","Cold War"
"Convair CV-880","Transport","Viasa","Cold War"
"Convair CV-990 Coronado","Transport","Spantax","Cold War"
"Curtiss X-19/X-100","Transport","США","Cold War"
"Dassault MD.303/311/315 Flamant","Transport","Франция","Cold War"
"Dassault Mystere-Falcon 10/100 Minifalcon","Transport","Франция","Cold War"
"Dassault Mystere-Falcon 20/200","Transport","Норвегия","Cold War"
"de Havilland DH.104 Dove","Transport","Бельгия","Cold War"
"de Havilland DH.106 Comet","Transport","Великобритания","Cold War"
"de Havilland DH.114 Heron","Transport","Иордания","Cold War"
"de Havilland DH.121/HS.121 Trident","Transport","BEA","Cold War"
"de Havilland DH.125/HS.125/BAe 125 Dominie/C-29/U-125","Transport","Великобритания","Cold War"
"de Havilland Canada DHC-2 Beaver","Transport","Австрия","Cold War"
"de Havilland Canada DHC-3 Otter","Transport","Канада","Cold War"
"de Havilland Canada DHC-4/C-7 Caribou","Transport","Австралия","Cold War"
"de Havilland Canada DHC-5 Buffalo","Transport","Бразилия","Cold War"
"de Havilland Canada DHC-6 Twin Otter","Transport","Аргентина","Cold War"
"Dornier Do.28 Skyservant","Transport","Германия (Западная/ФРГ)","Cold War"
"Dornier Do.31","Transport","Германия (Западная/ФРГ)","Cold War"
"Douglas C-74/C-124 Globemaster I/II","Transport","США","Cold War"
"Douglas DC-6/DC-7","Transport","Бельгия","Cold War"
"Douglas DC-8","Transport","Франция","Cold War"
"Douglas DC-9/C-9 Nightingale","Transport","Италия","Cold War"
"Douglas DC-10/KC-10 Extender","Transport","США","Cold War"
"Embraer EMB-110/C-95 Bandeirante","Transport","Бразилия","Cold War"
"Fairchild C-82/C-119 Packet/Flying Boxcar","Transport","Бельгия","Cold War"
"Fairchild C-123 Provider","Transport","Венесуэла","Cold War"
"Fairchild Merlin II/III","Transport","Бельгия","Cold War"
"Fiat G.212","Transport","Италия","Cold War"
"Fokker F.27/FH-227 Troopship/Enforcer","Transport","Алжир","Cold War"
"Fokker F.28 Fellowship","Transport","Аргентина","Cold War"
"Fokker F.50 Troopship/Maritime","Transport","Таиланд","Cold War"
"GAF N-22/N-24 Nomad/Searchmaster","Transport","Австралия","Cold War"
"Grumman C-1 Trader","Transport","США","Cold War"
"Grumman C-2 Greyhound","Transport","США","Cold War"
"Hamburger Flugzeugbau HFB.320 Hansa","Transport","Германия (Западная/ФРГ)","Cold War"
"Handley Page HP.67 Hastings","Transport","Великобритания","Cold War"
"Handley Page HP.137 Jetstream","Transport","Великобритания","Cold War"
"Hawker Siddeley HS-125","Transport","Qantas","Cold War"
"Hawker Siddeley HS-748 Andover","Transport","Австралия","Cold War"
"Hiller X-18","Transport","США","Cold War"
"IAI IAI-201 Arava","Transport","Израиль","Cold War"
"IAI IAI-1121/1123/1124 Jet Commander/Westwind/Commodore Jet","Transport","Другие","Cold War"
"Learjet 23/24/25/28/29/35/36/45/55/60/C-21","Transport","Аргентина","Cold War"
"Let L-410 Turbolet","Transport","Германия (ГДР)","Cold War"
"Lockheed C-130/L-100 Hercules","Transport","Австралия","Cold War"
"Lockheed C-141 Starlifter","Transport","США","Cold War"
"Lockheed C-5 Galaxy","Transport","США","Cold War"
"Lockheed L-49/L-749/L-1049/L-1649/C-69/C-121 Constellation/Super Constellation","Transport","Израиль","Cold War"
"Lockheed L-188 Electra","Transport","Ansett Australia","Cold War"
"Lockheed L-1011 Tristar","Transport","Великобритания","Cold War"
"Miles M.60/M.69/HPR.1 Marathon","Transport","Великобритания","Cold War"
"Martin 2-0-2/3-0-3/4-0-4/RM-1/VC-3","Transport","Eastern","Cold War"
"Mitsubishi MU-2","Transport","Япония","Cold War"
"Moynet M.360 Jupiter","Transport","Другие","Cold War"
"NAMC (Nihon) C-1/EC-1","Transport","Япония","Cold War"
"NAMC (Nihon) YS-11","Transport","Япония","Cold War"
"Nord N.262 Fregate","Transport","Габон","Cold War"
"Nord N.2500/N.2501 Noratlas","Transport","Ангола","Cold War"
"North American T-39 Sabreliner","Transport","Аргентина","Cold War"
"Percival P.50/P.54 Prince/Survey Prince/Sea Prince","Transport","Великобритания","Cold War"
"Percival P.66 Pembroke","Transport","Бельгия","Cold War"
"Piaggio P.166 Portofino","Transport","Сомали","Cold War"
"Potez 840/841/842","Transport","Aero-Deinst","Cold War"
"Savoia Marchetti SM.102","Transport","Италия","Cold War"
"Scottish Aviation Twin Pioneer","Transport","Великобритания","Cold War"
"Short SC.5/SC.10 Belfast","Transport","Великобритания","Cold War"
"Short SC.7 Skyvan","Transport","Австрия","Cold War"
"Sud-Aviation SE.210 Caravelle","Transport","Франция","Cold War"
"Sud-Ouest SO.30 Bretagne","Transport","Франция","Cold War"
"Transall C-160","Transport","Германия (Западная/ФРГ)","Cold War"
"VFW-Fokker VFW.614","Transport","Германия (Западная/ФРГ)","Cold War"
"Vickers VC.1 Viking/Valetta/Varsity","Transport","Аргентина","Cold War"
"Vickers VC.2/V.700/798/800/810 Viscount","Transport","Великобритания","Cold War"
"Vickers-Armstrongs VC.10","Transport","Великобритания","Cold War"
"VVB BB-152/VEB-152","Transport","Interflug","Cold War"
"КАИ КАИ-12 Приморец","Other","Другие","Cold War"
"Сухой УТБ-2","Other","Китай (КНР)","Cold War"
"Яковлев Як-11/C-11","Other","Австрия","Cold War"
"Яковлев Як-12","Other","Китай (КНР)","Cold War"
"Яковлев Як-18","Other","Австрия","Cold War"
"Aermacchi AL.60/AM-3 Trojan","Other","ЦАР","Cold War"
"Aero Ae-45/Ae-145 Kocsag","Other","Германия (ГДР)","Cold War"
"Aero L-60 Brigadyr","Other","Германия (ГДР)","Cold War"
"Aeronca Model 9/L-16 Champion/Traveler/Sky Trac","Other","Частные","Cold War"
"AIDC T-CH-1 Chung-Hsing","Other","Тайвань","Cold War"
"Avions Fairey Tipsy Nipper T.66","Other","Другие","Cold War"
"Beagle B.121/B.125 Pup/Bulldog","Other","Кения","Cold War"
"Beagle B.206 Basset","Other","Великобритания","Cold War"
"Bede BD-5","Other","Другие","Cold War"
"Beech Model 33/35/36 Bonanza/Debonair","Other","Израиль","Cold War"
"Beech Model 50 Twin Bonanza","Other","Швейцария","Cold War"
"Beech Model 55/56/58/PD-146 Baron/Marquis","Other","Другие","Cold War"
"Beech Model 60 Duke","Other","Другие","Cold War"
"Beech Model 65/70/80/90/100 Queen Air/King Air","Other","Аргентина","Cold War"
"Beech Model 76 Duchess","Other","Другие","Cold War"
"Beech Model 95 Travel Air/Baron/T-42 Cochise","Other","США","Cold War"
"Beech T-34 Mentor/Turbo Mentor","Other","Алжир","Cold War"
"Boulton & Paul P.108 Balliol","Other","Великобритания","Cold War"
"Bowers Fly Baby","Other","Другие","Cold War"
"Britten Norman BN-2 Islander/Defender","Other","Ботсвана","Cold War"
"Cessna Model 150/152 Trainer","Other","Таиланд","Cold War"
"Cessna Model 170/L-19/O-1 Bird Dog","Other","Австрия","Cold War"
"Cessna Model 172/182 Skyhawk/Skylane/T-41 Mescalero","Other","Австрия","Cold War"
"Cessna Model 180/185 Skywagon/U-17","Other","Австралия","Cold War"
"Cessna Model 188 AG-Wagon/AG-Truck","Other","Хорватия","Cold War"
"Cessna Model 205/206/207 Super Skywagon/Stationair/Super Skylane","Other","Rutaca Airlines","Cold War"
"Cessna Model 310/320/335/340/U-3","Other","Таиланд","Cold War"
"Cessna Model 337/O-2 Skymaster/Sentry","Other","Бенин","Cold War"
"Cessna Model 401/402/411 Utiliner/Businessliner","Other","Франция","Cold War"
"Commonwealth CA-25 Winjeel","Other","Австралия","Cold War"
"CSS CSS-10","Other","Другие","Cold War"
"Dalotel DM-165","Other","Другие","Cold War"
"de Havilland Canada DHC-1 Chipmunk","Other","Великобритания","Cold War"
"DINFIA IA.35 Huanquero","Other","Аргентина","Cold War"
"Dornier Do.27","Other","Германия (Западная/ФРГ)","Cold War"
"Druine D.31 Turbulent","Other","Частные","Cold War"
"Embraer T-25/AT-25 Universal","Other","Бразилия","Cold War"
"Fauvel AV.36/AV.361","Other","Другие","Cold War"
"Fiat G.46","Other","Австрия","Cold War"
"Fokker S.11/S.12/T.21/T.22 Instructor","Other","Бразилия","Cold War"
"Fokker S.13 Universal Trainer","Other","Нидерланды","Cold War"
"Fokker S.14 Mach-Trainer","Other","Нидерланды","Cold War"
"Fouga CM.170 Magister/CM.175 Zephyr","Other","Австрия","Cold War"
"Fuji T-1 Hatsutaka","Other","Япония","Cold War"
"Grumman G-164 Ag Cat","Other","Другие","Cold War"
"HAL HT-2","Other","Индия","Cold War"
"HAL HA-31 Basant","Other","Другие","Cold War"
"HAL Krishak","Other","Индия","Cold War"
"Helio H-295/H-391/H-395/L-24/L-28/U-10 Courier/Super Courier","Other","США","Cold War"
"Hispano HS-42","Other","Испания","Cold War"
"Hodek HK-101","Other","Другие","Cold War"
"Ikarus Aero 2","Other","Югославия","Cold War"
"Ikarus S.451","Other","Югославия","Cold War"
"Jodel D.11/D.112/D.140 Abeille/Mousquetaire","Other","Франция","Cold War"
"Lazarov Laz-12","Other","Болгария","Cold War"
"Let L-200/201/210 Morava","Other","Чехословакия","Cold War"
"Let Z-37 Cmelak","Other","Interflug","Cold War"
"Letov LF-107 Lunak","Other","Чехословакия","Cold War"
"LeVier W-5 Cosmic Wind","Other","Частные","Cold War"
"Lockheed T-33/RT-33/T-1/T2V Shooting Star/Seastar","Other","Бельгия","Cold War"
"LWD Junak-1/Junak-2/TS-9 Junak-3/Zuch","Other","Польша","Cold War"
"LWD Osa","Other","Польша","Cold War"
"LWD Szpak 1/2/4","Other","Другие","Cold War"
"LWD Zak-1/2/3","Other","Другие","Cold War"
"Max Holste MH.1521 Broussard","Other","Португалия","Cold War"
"Miles M.65 Gemini","Other","Израиль","Cold War"
"Mitsubishi T-2","Other","Япония","Cold War"
"Morane-Saulnier MS.470/472/474/475 Vanneau","Other","Франция","Cold War"
"Morane-Saulnier MS.730/733 Alcyon","Other","Франция","Cold War"
"Morane-Saulnier MS.755/MS.760 Fleuret/Paris","Other","Аргентина","Cold War"
"Mudry CAP.10/20/21","Other","Франция","Cold War"
"Nanchang CJ-6","Other","Китай (КНР)","Cold War"
"Neiva L-42 Regente","Other","Бразилия","Cold War"
"Neiva 621/T-25 Universal I/II","Other","Бразилия","Cold War"
"Nord N.1201/1203/1204 Norecrin","Other","Швейцария","Cold War"
"Nord 3200/3202","Other","Франция","Cold War"
"Nord 3400 Norbarbe","Other","Франция","Cold War"
"Northrop T-38 Talon","Other","Португалия","Cold War"
"Percival P.56 Provost","Other","Великобритания","Cold War"
"Piaggio P.148/P.149 Piaggino","Other","Австрия","Cold War"
"Pilatus P-2","Other","Швейцария","Cold War"
"Pilatus P-3","Other","Бразилия","Cold War"
"Pilatus PC-6 Porter","Other","Австралия","Cold War"
"Pilatus PC-7 Turbo Trainer","Other","Австрия","Cold War"
"Piper PA-18/L-18/L-21 Super Cub","Other","Австрия","Cold War"
"Piper PA-20 Pacer/PA-22 Tri Pacer","Other","Другие","Cold War"
"Piper PA-23/UO-1/U-11 Apache/Aztec","Other","Франция","Cold War"
"Piper PA-24 Comanche","Other","Частные","Cold War"
"Piper PA-25 Pawnee","Other","Другие","Cold War"
"Pitts S-1/S-2 Special","Other","Чили","Cold War"
"PZL M-2","Other","Другие","Cold War"
"PZL M-4 Tarpan","Other","Другие","Cold War"
"PZL M-15 Belphegor","Other","Другие","Cold War"
"PZL PZL-102 Kos","Other","Другие","Cold War"
"PZL PZL-104 Wilga","Other","Польша","Cold War"
"PZL PZL-106 Kruk","Other","Другие","Cold War"
"PZL S-1","Other","Другие","Cold War"
"PZL SZD-6 Nietoperz","Other","Другие","Cold War"
"PZL SZD-8 Jaskolka","Other","Другие","Cold War"
"PZL SZD-9 Bocian","Other","Другие","Cold War"
"PZL SZD-10 Czapla","Other","Другие","Cold War"
"PZL SZD-12 Mucha 100","Other","Другие","Cold War"
"PZL SZD-15 Sroka","Other","Другие","Cold War"
"PZL SZD-16 Gil","Other","Другие","Cold War"
"PZL SZD-18 Czajka","Other","Другие","Cold War"
"PZL SZD-19/SZD-29/SZD-31 Zefir 2/3/4","Other","Другие","Cold War"
"PZL SZD-22 Much Standard","Other","Частные","Cold War"
"PZL SZD-24 Foka 2","Other","Другие","Cold War"
"PZL SZD-25 Lis","Other","Другие","Cold War"
"PZL SZD-45 Ogar","Other","Китай (КНР)","Cold War"
"PZL TS-8 Bies","Other","Индонезия","Cold War"
"PZL TS-11 Iskra","Other","Индия","Cold War"
"Rhein-West-Flug RW.3 Multoplane/Passat","Other","Другие","Cold War"
"Rockwell T-2 Buckeye","Other","Венесуэла","Cold War"
"SAAB MFI-9 MiniCOIN","Other","Биафра","Cold War"
"SAAB MFI-10 Vipan","Other","Другие","Cold War"
"SAAB MFI-15 Safari/MFI-17 Supporter","Other","Норвегия","Cold War"
"SAAB S-91/Sk.50 Safir","Other","Австрия","Cold War"
"SAN Jodel D.140 Mosquetaire","Other","Франция","Cold War"
"Schleicher ASK-13","Other","Частные","Cold War"
"Schleicher ASK-21","Other","Другие","Cold War"
"Schweizer SGS 2-32/X-26 Frigate","Other","США","Cold War"
"Scottish Aviation Pioneer","Other","Великобритания","Cold War"
"Short S.6 Sturgeon","Other","Великобритания","Cold War"
"SIAI-Marchetti SM.1019","Other","Италия","Cold War"
"SNCAC NC.850/853/856 Norvigie","Other","Франция","Cold War"
"SOCATA MS.880 Rallye Club/Rallye 100 Galopin/Rallye 235 Guerrier","Other","Сальвадор","Cold War"
"Stampe et Vertongen SR.7B Monitor IV","Other","Бельгия","Cold War"
"Steen Skybolt/Super Skybolt","Other","Частные","Cold War"
"Stinson 108 Voyager/Voyager Station Wagon","Other","Франция","Cold War"
"Transavia PL-12 Airtruk","Other","Другие","Cold War"
"UTVA Aero-3","Other","Югославия","Cold War"
"Valmet Vihuri","Other","Финляндия","Cold War"
"Wasilewski IS-B Kamar","Other","Другие","Cold War"
"Zlin Z-26/Z-126/Z-226/Z-326/Z-526 Trener/Trener-Master/Akrobat","Other","Австрия","Cold War"
"Zlin Z-42/43","Other","Германия (ГДР)","Cold War"
"Zlin Z-50","Other","Другие","Cold War"
"Zlin Z-142/Z-242/SAFIR-142","Other","Алжир","Cold War"
"Бериев Бе-6","Sea","Китай (КНР)","Cold War"
"Бериев Бе-10","Sea","СССР/Россия","Cold War"
"Бериев Бе-12/Бе-14 Чайка","Sea","Египет (ОАР)","Cold War"
"Бериев Р-1/Р-2","Sea","СССР/Россия","Cold War"
"Canadair CL-215/CL-415","Sea","Греция","Cold War"
"Grumman G-73 Mallard","Sea","Chalk's","Cold War"
"Grumman U-16 Albatross","Sea","Аргентина","Cold War"
"Hughes H-4 Hercules","Sea","Другие","Cold War"
"Lake LA-4 Seawolf","Sea","Таиланд","Cold War"
"Martin P-5 Marlin","Sea","США","Cold War"
"Martin P6M Sea Master","Sea","США","Cold War"
"Pereira X-28 Sea Skimmer/Osprey I","Sea","США","Cold War"
"Piaggio P.136","Sea","Италия","Cold War"
"Republic RC-1/3 Seabee","Sea","Израиль","Cold War"
"Saunders-Roe SR.45 Princess","Sea","Другие","Cold War"
"Shin Meiwa SS-2/PS-1/US-1","Sea","Япония","Cold War"
"Short SA.6 Sealand","Sea","Югославия","Cold War"
"Антонов Ан-30","Special","Афганистан","Cold War"
"Бисноват 5-1/5-2","Special","СССР/Россия","Cold War"
"Грунин ЭСКА-1","Special","Другие","Cold War"
"Ильюшин Ил-20/Ил-22/Ил-24","Special","СССР/Россия","Cold War"
"Ильюшин Ил-38","Special","Египет (ОАР)","Cold War"
"МиГ Е-8","Special","СССР/Россия","Cold War"
"МиГ Е-50","Special","СССР/Россия","Cold War"
"МиГ Е-150/Е-151/Е-152/Е-166","Special","СССР/Россия","Cold War"
"Сухой Су-12","Special","СССР/Россия","Cold War"
"Туполев Ту-126","Special","СССР/Россия","Cold War"
"Цыбин РСР/НМ-1","Special","СССР/Россия","Cold War"
"Яковлев Як-27","Special","СССР/Россия","Cold War"
"Aerocar Int Taylor's Aerocar","Special","Другие","Cold War"
"Avro 696 Shackleton","Special","Великобритания","Cold War"
"Avro 707","Special","Великобритания","Cold War"
"Avro 730","Special","Великобритания","Cold War"
"Avro Canada VZ-9 Avrocar","Special","США","Cold War"
"Bell X-1","Special","США","Cold War"
"Bell X-2","Special","США","Cold War"
"Bell X-5","Special","США","Cold War"
"Bell X-22","Special","США","Cold War"
"Boeing E-4","Special","США","Cold War"
"Boeing F-99/IM-99/CIM-10 Bomarc","Special","США","Cold War"
"Boeing X-20 Dyna Soar","Special","США","Cold War"
"Breguet Br.1050 Alize","Special","Индия","Cold War"
"Breguet Br.1150 Atlantique I","Special","Германия (Западная/ФРГ)","Cold War"
"Bristol T.188","Special","Великобритания","Cold War"
"Canadair CL-28/CP-107 Argus","Special","Канада","Cold War"
"Convair XF-92","Special","США","Cold War"
"Convair XFY-1 Pogo","Special","США","Cold War"
"Dornier Do.29","Special","Германия (Западная/ФРГ)","Cold War"
"Douglas D-558 Skystreak/Skyrocket","Special","США","Cold War"
"Douglas X-3 Stiletto","Special","США","Cold War"
"Douglas XB-42 Mixmaster","Special","США","Cold War"
"Fairey FD.2 Delta 2","Special","Великобритания","Cold War"
"Fairey Gannet","Special","Австралия","Cold War"
"Grumman E-2 Hawkeye","Special","Израиль","Cold War"
"Grumman EA-6 Prowler","Special","США","Cold War"
"Grumman OV-1 Mohawk","Special","Израиль","Cold War"
"Grumman S-2 Tracker","Special","Австралия","Cold War"
"Hawker Siddeley Nimrod","Special","Великобритания","Cold War"
"Hughes XF-11/XR-11","Special","США","Cold War"
"Hunting H.126","Special","Великобритания","Cold War"
"Ikarus M-452","Special","Другие","Cold War"
"Leduc 0.10/0.16/0.21/0.22","Special","Франция","Cold War"
"Lockheed P-2 Neptune","Special","Австралия","Cold War"
"Lockheed P-3 Orion","Special","Австралия","Cold War"
"Lockheed SR-71 Blackbird","Special","США","Cold War"
"Lockheed U-2/TR-1","Special","США","Cold War"
"Lockheed X-17","Special","США","Cold War"
"Lockheed XFV-1 Pogo/Salmon","Special","США","Cold War"
"Martin P4M Mercator","Special","США","Cold War"
"Martin SV-5/X-23/X-24 Prime","Special","США","Cold War"
"Miles M.52","Special","Великобритания","Cold War"
"Nord N.1500 Griffon","Special","Франция","Cold War"
"North American X-15","Special","США","Cold War"
"Northrop X-4 Bantam","Special","США","Cold War"
"Rockwell XFV-12","Special","США","Cold War"
"Ryan XV-5","Special","США","Cold War"
"Ryan X-13 Verticjet","Special","США","Cold War"
"SAAB 210 Lilldraken","Special","Другие","Cold War"
"Short SB.6 Seamew","Special","Великобритания","Cold War"
"Short SC.1","Special","Великобритания","Cold War"
"SNECMA C.400/C.450 Coleoptere","Special","Другие","Cold War"
"Sud-Est SE.5000/SE.5003 Baroudeur","Special","Франция","Cold War"
"Sud-Ouest SOM.1/SOM.2","Special","Франция","Cold War"
"Sud-Ouest SO.6000 Triton","Special","Франция","Cold War"
"Sud-Ouest SO.9000/SO.9050 Trident/Trident II","Special","Франция","Cold War"
"Tallmantz Phoenix P-1","Special","Другие","Cold War"
"VFW-Fokker VAK.191","Special","Германия (Западная/ФРГ)","Cold War"
"Vought SSM-N-8 Regulus-1/Regulus-2","Special","США","Cold War"
"Камов Ка-8","Helicopter","СССР/Россия","Cold War"
"Камов Ка-15","Helicopter","СССР/Россия","Cold War"
"Камов Ка-18","Helicopter","СССР/Россия","Cold War"
"Камов Ка-25","Helicopter","Вьетнам (ДРВ)","Cold War"
"Камов Ка-26","Helicopter","Аэрофлот","Cold War"
"Камов Ка-27/Ка-28","Helicopter","СССР/Россия","Cold War"
"Миль Ми-1","Helicopter","Венгрия","Cold War"
"Миль Ми-2","Helicopter","Алжир","Cold War"
"Миль Ми-4/Z-5","Helicopter","Албания","Cold War"
"Миль Ми-6","Helicopter","Алжир","Cold War"
"Миль Ми-8/Ми-17/Ми-18","Helicopter","Алжир","Cold War"
"Миль Ми-10","Helicopter","СССР/Россия","Cold War"
"Миль Ми-12 (В-12)","Helicopter","Другие","Cold War"
"Миль Ми-14","Helicopter","Болгария","Cold War"
"Миль Ми-24/Ми-25/Ми-35","Helicopter","Алжир","Cold War"
"Яковлев Як-24","Helicopter","СССР/Россия","Cold War"
"Aerospatiale SE.3120/SE.313/SA.315/SA.318 Alouette II/Lama/Cheetah","Helicopter","Австрия","Cold War"
"Aerospatiale SE.3160/SA.316/SA.319 Alouette III/Chetak","Helicopter","Австрия","Cold War"
"Aerospatiale SA.321 Super Frelon","Helicopter","Израиль","Cold War"
"Aerospatiale SA.330/SA.332/AS.532/EC.225/EC.725 Puma/Super Puma/Cougar","Helicopter","Алжир","Cold War"
"Aerospatiale SA.341/SA.342 Gazelle","Helicopter","Великобритания","Cold War"
"Bell 47/H-13 Sioux","Helicopter","Австралия","Cold War"
"Bell 204/205/212/214/UH-1 Iroquois/Huey","Helicopter","Австралия","Cold War"
"Bell 206/406 Ranger/OH-4/OH-58 Kiowa","Helicopter","Австралия","Cold War"
"Bell AH-1 Cobra","Helicopter","Израиль","Cold War"
"Bell HSL-1","Helicopter","США","Cold War"
"Bensen B-8/X-25 Gyrocopter","Helicopter","США","Cold War"
"Boeing H-46 Sea Knight/CH-113 Labrador/Voyageur","Helicopter","Канада","Cold War"
"Boeing H-47 Chinook","Helicopter","Австралия","Cold War"
"Brantly B-2","Helicopter","Частные","Cold War"
"Bristol Type 171 Sycamore","Helicopter","Великобритания","Cold War"
"Bristol Type 173/191 Belvedere","Helicopter","Великобритания","Cold War"
"PZL BZ-1 Gil","Helicopter","Другие","Cold War"
"Enstrom F-28/280 Shark/Hawk","Helicopter","Другие","Cold War"
"Fairey Rotodyne","Helicopter","Другие","Cold War"
"Hiller 360/UH-12/OH-23 Raven","Helicopter","Израиль","Cold War"
"Hughes Model 369/OH-6/MD.500 Cayuse/Loach/Defender","Helicopter","Италия","Cold War"
"Kaman H-2 Seasprite","Helicopter","Польша","Cold War"
"Kaman H-43 Huskie","Helicopter","Пакистан","Cold War"
"Lockheed AH-56 Cheyenne","Helicopter","США","Cold War"
"MBB Bo.105/PAH-1","Helicopter","Бруней","Cold War"
"Piasecki H-21 Work Horse/Shawnee","Helicopter","Германия (Западная/ФРГ)","Cold War"
"Piasecki H-25 Arme Mule/HUP Retriever","Helicopter","США","Cold War"
"Piasecki PV-3/PV-17/HRP-1/HRP-2 Rescuer","Helicopter","США","Cold War"
"PZL BZ-4/GIL-4 Zuk","Helicopter","Другие","Cold War"
"PZL JK-1 Trzmiel","Helicopter","Другие","Cold War"
"Saunders-Roe W.14 Skeeter","Helicopter","Великобритания","Cold War"
"Schweizer Model 300/H-55 Osage/TH-300","Helicopter","Сальвадор","Cold War"
"Sikorsky S-51/H-5/R-5/HO3S/WS.51 Dragonfly/Widgeon","Helicopter","Великобритания","Cold War"
"Sikorsky S-55/H-19/HO4S Chickasaw/Whirlwind","Helicopter","Австрия","Cold War"
"Sikorsky S-56/H-37/HR2S Mojave","Helicopter","США","Cold War"
"Sikorsky S-58/H-34 Choctaw/Wessex","Helicopter","Аргентина","Cold War"
"Sikorsky S-60/S-64/H-54 Tarche/Skycrane","Helicopter","США","Cold War"
"Sikorsky S-61/H-3 Sea King/Commando","Helicopter","Австралия","Cold War"
"Sikorsky S-62/H-52/HU-2S Seaguard","Helicopter","США","Cold War"
"Sikorsky S-65/H-53 Sea Stallion/Super Stallion","Helicopter","Австрия","Cold War"
"Sikorsky S-67 Blackhawk","Helicopter","США","Cold War"
"SNCASO SO.1221 Djinn","Helicopter","Франция","Cold War"
"Sud-Ouest SO.1100/1110/1120 Ariel I/II/III","Helicopter","Другие","Cold War"
"Wallis WA-116","Helicopter","Частные","Cold War"
"Westland Lynx","Helicopter","Бразилия","Cold War"
"Westland Scout/Wasp","Helicopter","Великобритания","Cold War"
"МиГ МиГ-29/МиГ-33/МиГ-35","Fighter","Азербайджан","Modern"
"МиГ МиГ-31","Fighter","СССР/Россия","Modern"
"МиГ МФИ 1.42/1.44","Fighter","СССР/Россия","Modern"
"Сухой Су-27/Су-30/Су-33/Су-35/Су-37","Fighter","Алжир","Modern"
"Сухой Су-47/С-37 Беркут","Fighter","СССР/Россия","Modern"
"Сухой ПАК-ФА (Т-50)","Fighter","СССР/Россия","Modern"
"Яковлев Як-41/Як-141","Fighter","СССР/Россия","Modern"
"AIDC A-1 Ching-Kuo","Fighter","Тайвань","Modern"
"BAe EAP","Fighter","Другие","Modern"
"Boeing X-32/JSF","Fighter","Другие","Modern"
"Chengdu FC-1 Super-7/JF-17 Thunder","Fighter","Китай (КНР)","Modern"
"Chengdu J-10","Fighter","Китай (КНР)","Modern"
"Dassault Mirage 2000","Fighter","Бразилия","Modern"
"Dassault Super Mirage 4000","Fighter","Другие","Modern"
"Dassault Rafale","Fighter","Франция","Modern"
"Eurofighter EF-2000 Typhoon","Fighter","Австрия","Modern"
"General Dynamics F-16 Fighting Falcon","Fighter","Бахрейн","Modern"
"Grumman F-14 Tomcat","Fighter","Иран","Modern"
"HESA Saeqeh/ Azarakhsh","Fighter","Иран","Modern"
"IAI Lavi","Fighter","Израиль","Modern"
"Lockheed F-22 Raptor","Fighter","США","Modern"
"Lockheed F-35 Lightning II","Fighter","США","Modern"
"Mc.Donnell Douglas F-15 Eagle","Fighter","Израиль","Modern"
"Mc.Donnell Douglas F/A-18 Hornet","Fighter","Австралия","Modern"
"Mitsubishi F-2/FS-X/TFS-X","Fighter","Япония","Modern"
"Northrop YF-17 Cobra","Fighter","США","Modern"
"Northrop YF-23 Black Widow II","Fighter","США","Modern"
"Panavia Tornado","Fighter","Великобритания","Modern"
"SAAB JAS.39 Gripen","Fighter","Венгрия","Modern"
"Shenyang J-8","Fighter","Китай (КНР)","Modern"
"Сухой Су-24","Bomber","Азербайджан","Modern"
"Сухой Су-32/Су-34","Bomber","СССР/Россия","Modern"
"Туполев Ту-22М","Bomber","СССР/Россия","Modern"
"Туполев Ту-160","Bomber","СССР/Россия","Modern"
"Lockheed F-117 Nighthawk","Bomber","США","Modern"
"Mc.Donnell Douglas A-12 Avenger II","Bomber","США","Modern"
"Northrop B-2 Spirit","Bomber","США","Modern"
"Rockwell B-1 Lancer","Bomber","США","Modern"
"Xian JH-7/FBC-1","Bomber","Китай (КНР)","Modern"
"МиГ МиГ-АТ","Attack","СССР/Россия","Modern"
"Сухой Су-25/Су-39","Attack","Ангола","Modern"
"Яковлев Як-130","Attack","СССР/Россия","Modern"
"Aermacchi MB.339","Attack","Аргентина","Modern"
"Aero L-159 ALCA","Attack","Чехия","Modern"
"AIDC AT-3 Tzu-Chiang","Attack","Тайвань","Modern"
"BAe Hawk Mk.1/Mk.51/Mk.60/Mk.100/Mk.200","Attack","Австралия","Modern"
"CASA C-101 Aviojet/T-36/A-36 Halcon","Attack","Иордания","Modern"
"DASA Mako","Attack","ОАЭ (Абу-Даби, Дубай)","Modern"
"Dornier Alpha Jet","Attack","Бельгия","Modern"
"Embraer ALX","Attack","Бразилия","Modern"
"Embraer AMX","Attack","Бразилия","Modern"
